"","nearest_region_name","time","total_precipitation"
"457","Australia","2017-09-01",1732.07609304786
"458","Australia","2017-10-01",1506.90189534426
"459","Australia","2017-11-01",795.948038184259
"460","Australia","2017-12-01",637.587722916156
"461","Australia","2018-01-01",591.804175544064
"462","Australia","2018-02-01",440.61895010079
"463","Australia","2018-03-01",854.549978122115
"464","Australia","2018-04-01",824.973373256566
"465","Australia","2018-05-01",1214.83899946883
"466","Australia","2018-06-01",1909.18276679516
"467","Australia","2018-07-01",2082.15155106783
"468","Australia","2018-08-01",1876.17897468805
"469","Australia","2018-09-01",2401.18913114071
"470","Australia","2018-10-01",1169.98835244775
"471","Australia","2018-11-01",808.743377655745
"472","Australia","2018-12-01",735.717721282504
"473","Australia","2019-01-01",402.421601005481
"474","Australia","2019-02-01",453.252519277041
"475","Australia","2019-03-01",560.511597463978
"476","Australia","2019-04-01",747.275040675886
"477","Australia","2019-05-01",1424.13608658314
"478","Australia","2019-06-01",1751.57742273808
"479","Australia","2019-07-01",2303.67380598187
"480","Australia","2019-08-01",2343.82993668318
"481","Australia","2019-09-01",1607.68441994488
"482","Australia","2019-10-01",1529.79189300537
"483","Australia","2019-11-01",867.336380422115
"484","Australia","2019-12-01",703.081269532442
"485","Australia","2020-01-01",628.31320698699
"486","Australia","2020-02-01",568.207169685513
"487","Australia","2020-03-01",767.993202924728
"488","Australia","2020-04-01",802.85604263097
"489","Australia","2020-05-01",1133.06738811731
"490","Australia","2020-06-01",2166.21945178509
"491","Australia","2020-07-01",2494.80832415819
"492","Australia","2020-08-01",2272.70540954173
"493","Australia","2020-09-01",2077.05710285902
"494","Australia","2020-10-01",1262.59738350008
"495","Australia","2020-11-01",798.630708023906
"496","Australia","2020-12-01",487.049984486541
"497","Australia","2021-01-01",480.409340763174
"498","Australia","2021-02-01",645.140743497759
"499","Australia","2021-03-01",840.864168226719
"500","Australia","2021-04-01",1018.77272215486
"501","Australia","2021-05-01",1591.87543143332
"502","Australia","2021-06-01",1571.73640527576
"503","Australia","2021-07-01",1798.14059476554
"504","Australia","2021-08-01",2558.41379593115
"505","Austria","2017-01-01",0.776128996047191
"506","Austria","2017-02-01",0.333571447874419
"507","Austria","2017-03-01",3.49612891674042
"508","Austria","2017-04-01",0.877333389595151
"509","Austria","2017-05-01",0.259032252244651
"510","Austria","2017-06-01",0.481333355419338
"511","Austria","2017-07-01",1.74903219938278
"512","Austria","2017-08-01",0.555806448683143
"513","Austria","2017-09-01",0.593333361670375
"514","Austria","2017-10-01",0.383225790807046
"515","Austria","2017-11-01",0.809666690416633
"516","Austria","2017-12-01",0.973870959132911
"517","Austria","2018-01-01",0.638064493658021
"518","Austria","2018-02-01",0.402142879553139
"519","Austria","2018-03-01",1.5306450757198
"520","Austria","2018-04-01",0.0383333348436281
"521","Austria","2018-05-01",0.0277419344056398
"522","Austria","2018-06-01",0.299000020138919
"523","Austria","2018-07-01",0.789032246917485
"524","Austria","2018-08-01",0.639999974519013
"525","Austria","2018-09-01",0.593333361670375
"526","Austria","2018-10-01",0.687741902656853
"527","Austria","2018-11-01",0.809333357028662
"528","Austria","2018-12-01",0.834838679991663
"529","Austria","2019-01-01",0.638064493658021
"530","Austria","2019-02-01",0.310000015830155
"531","Austria","2019-03-01",2.37612894922495
"532","Austria","2019-04-01",1.02933339029551
"533","Austria","2019-05-01",0.865161266177893
"534","Austria","2019-06-01",0.299000020138919
"535","Austria","2019-07-01",0.692258045077324
"536","Austria","2019-08-01",0.555806448683143
"537","Austria","2019-09-01",1.18433338403702
"538","Austria","2019-10-01",0.383225790807046
"539","Austria","2019-11-01",1.5536667779088
"540","Austria","2019-12-01",0.974193539470435
"541","Austria","2020-01-01",10.4229027330875
"542","Austria","2020-02-01",0.19357143715024
"543","Austria","2020-03-01",2.64709673821926
"544","Austria","2020-04-01",3.34533347189426
"545","Austria","2020-05-01",0.348064504563808
"546","Austria","2020-06-01",0.592333371751011
"547","Austria","2020-07-01",1.3303225710988
"548","Austria","2020-08-01",0.966774178668856
"549","Austria","2020-09-01",0.536333354189992
"550","Austria","2020-10-01",0.60677416343242
"551","Austria","2020-11-01",0.789000049233436
"552","Austria","2020-12-01",1.023870957084
"553","Austria","2021-01-01",0.768709641881288
"554","Austria","2021-02-01",0.0803571455180645
"555","Austria","2021-03-01",1.12129031866789
"556","Austria","2021-04-01",0.58533338457346
"557","Austria","2021-05-01",0.0980645138770343
"558","Austria","2021-06-01",0.185666681267321
"559","Austria","2021-07-01",1.55741931498051
"560","Austria","2021-08-01",0.563225794583559
"561","Azerbaijan","2017-01-01",155.693543277681
"562","Azerbaijan","2017-02-01",207.464652288239
"563","Azerbaijan","2017-03-01",148.610963061452
"564","Azerbaijan","2017-04-01",258.220346331596
"565","Azerbaijan","2017-05-01",278.113863389939
"566","Azerbaijan","2017-06-01",273.638680143049
"567","Azerbaijan","2017-07-01",191.742574716511
"568","Azerbaijan","2017-08-01",83.0206428983365
"569","Azerbaijan","2017-09-01",129.316673662513
"570","Azerbaijan","2017-10-01",310.190635725856
"571","Azerbaijan","2017-11-01",207.195011049509
"572","Azerbaijan","2017-12-01",233.559670686722
"573","Azerbaijan","2018-01-01",154.523221556679
